Exhibitor Name,Website URL,Booth Location,Contact Info,Detail Page URL
HICO America,http://www.solarpowerinternational.com/,,"www.hicoamerica.com/
									 
									4127871170 | Company Information Three Penn Center West Suite 100   Pittsburgh PA 15276 United States of America  
										www.hicoamerica.com/
									 
									4127871170 | www.hicoamerica.com/
									 
									4127871170 | Contact Us  Alex Ebbert Managing Director, Product Lines  Managing Director, Product Lines          Ryan Byrnes Manager, Outside Sales  Manager, Outside Sales          Vincent Chiodo VP of Sales & Marketing  VP of Sales & Marketing          Jason Neal Sr. Executive Vice President  Sr. Executive Vice President          Taylor Bobak Product Marketing Specialist  Product Marketing Specialist          Francesca Barchetti Marketing Coordinator  Marketing Coordinator | Alex Ebbert Managing Director, Product Lines  Managing Director, Product Lines | Ryan Byrnes Manager, Outside Sales  Manager, Outside Sales | Vincent Chiodo VP of Sales & Marketing  VP of Sales & Marketing | Jason Neal Sr. Executive Vice President  Sr. Executive Vice President | Taylor Bobak Product Marketing Specialist  Product Marketing Specialist | Francesca Barchetti Marketing Coordinator  Marketing Coordinator | Three Penn Center West Suite 100   Pittsburgh PA 15276 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1236
JSHP Transformer USA,http://www.solarpowerinternational.com/,,"www.jshp.com/
									 
									1+ 408 850 1416 | Company Information 4030 Moorpark Ave, #222   San Jose CA 95117 United States of America  
										www.jshp.com/
									 
									1+ 408 850 1416 | www.jshp.com/
									 
									1+ 408 850 1416 | Contact Us  Jim Cai General Manager  General Manager | Jim Cai General Manager  General Manager | 4030 Moorpark Ave, #222   San Jose CA 95117 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8800629
"K2 Systems, LLC",http://www.solarpowerinternational.com/,,"www.k2-systems.com/en-us
									 
									760-301-5300
								 
									760-730-6813 | Company Information 4665 North Avenue Suite I   Oceanside CA 92056 United States of America  
										www.k2-systems.com/en-us
									 
									760-301-5300
								 
									760-730-6813 | www.k2-systems.com/en-us
									 
									760-301-5300
								 
									760-730-6813 | Contact Us  Ian Boshard North Central Regional Product Specialist  North Central Regional Product Specialist          Javier Henriquez Director of Sales, East Coast & Puerto Rico  Director of Sales, East Coast & Puerto Rico          Casey Lewis Southwest Regional Product Specialist  Southwest Regional Product Specialist          John Riddle Southwest Regional Sales Manager  Southwest Regional Sales Manager          Ross Gerard Vice President of Sales  Vice President of Sales          Bradley Bland Director of Partner Sales I US  Director of Partner Sales I US | Ian Boshard North Central Regional Product Specialist  North Central Regional Product Specialist | Javier Henriquez Director of Sales, East Coast & Puerto Rico  Director of Sales, East Coast & Puerto Rico | Casey Lewis Southwest Regional Product Specialist  Southwest Regional Product Specialist | John Riddle Southwest Regional Sales Manager  Southwest Regional Sales Manager | Ross Gerard Vice President of Sales  Vice President of Sales | Bradley Bland Director of Partner Sales I US  Director of Partner Sales I US | 4665 North Avenue Suite I   Oceanside CA 92056 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3137
Keller Logistics,http://www.solarpowerinternational.com/,,"www.kellerlogistics.com
									 
									2602494389 | Company Information 1978 Thomas E Keller Blvd   Defiance OH 43512 United States of America  
										www.kellerlogistics.com
									 
									2602494389 | www.kellerlogistics.com
									 
									2602494389 | Contact Us  Mark Armbruster Vice President of Sales  Vice President of Sales          Meredith Mickey Director of Sales  Director of Sales          Sean Fuller 3PL Account & Business Development Manager  3PL Account & Business Development Manager          Luke Rundquist 3PL Account & Business Development Manager  3PL Account & Business Development Manager          Neil Hersh Outside Sales  Outside Sales          Christine Moen Director of Marketing  Director of Marketing | Mark Armbruster Vice President of Sales  Vice President of Sales | Meredith Mickey Director of Sales  Director of Sales | Sean Fuller 3PL Account & Business Development Manager  3PL Account & Business Development Manager | Luke Rundquist 3PL Account & Business Development Manager  3PL Account & Business Development Manager | Neil Hersh Outside Sales  Outside Sales | Christine Moen Director of Marketing  Director of Marketing | 1978 Thomas E Keller Blvd   Defiance OH 43512 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=92386209
Megger,http://www.solarpowerinternational.com/,,"www.megger.com/en
									 
									6104125833 | Company Information 400 Opportunity Way   Phoenixville PA 19460 United States of America  
										www.megger.com/en
									 
									6104125833 | www.megger.com/en
									 
									6104125833 | Contact Us  Volney Naranjo Business Development Manager, Renewables  Business Development Manager, Renewables          Jessica East Manager, US Distribution  Manager, US Distribution          Ahmed El-Rasheed Industry Director, Renewables  Industry Director, Renewables          Mike Palmer Manager, Distribution Sales  Manager, Distribution Sales          Carlos Bertrand Global Commercial Director, States Division  Global Commercial Director, States Division          Dustin Ashliegh Business Development Manager  Business Development Manager | Volney Naranjo Business Development Manager, Renewables  Business Development Manager, Renewables | Jessica East Manager, US Distribution  Manager, US Distribution | Ahmed El-Rasheed Industry Director, Renewables  Industry Director, Renewables | Mike Palmer Manager, Distribution Sales  Manager, Distribution Sales | Carlos Bertrand Global Commercial Director, States Division  Global Commercial Director, States Division | Dustin Ashliegh Business Development Manager  Business Development Manager | 400 Opportunity Way   Phoenixville PA 19460 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8800648
Meta Power Solutions,http://www.solarpowerinternational.com/,,"www.metapowersolutions.com
									 
									8004648915
								 
									https://metapowersolution | Company Information 270 N Congress Ave Suite E,   Lake Park FL 33403 United States of America  
										www.metapowersolutions.com
									 
									8004648915
								 
									https://metapowersolution | www.metapowersolutions.com
									 
									8004648915
								 
									https://metapowersolution | Contact Us  James Etter Vice President  Vice President          Drew D'Alessandro Sales Executive  Sales Executive          Roberta Simpson Director of Marketing  Director of Marketing          Michael Derderian Sales Executive  Sales Executive          Ashley Manchester Senior Quoting Account Manager  Senior Quoting Account Manager          William ""Bill"" Ofshlag Senior Sales Executive  Senior Sales Executive Bill is the Senior Sales Executive at Meta Power Solutions, a top-tier manufacturer of high-quality transformers. While specializing in renewable energy applications—including solar, wind, and other sustainable power projects— Bill also works closely with clients across a range of industries such as utilities, industrial manufacturing, and infrastructure. Known for responsive service and deep technical knowledge, Bill helps customers find reliable, efficient power solutions tailored to their unique needs. | James Etter Vice President  Vice President | Drew D'Alessandro Sales Executive  Sales Executive | Roberta Simpson Director of Marketing  Director of Marketing | Michael Derderian Sales Executive  Sales Executive | Ashley Manchester Senior Quoting Account Manager  Senior Quoting Account Manager | William ""Bill"" Ofshlag Senior Sales Executive  Senior Sales Executive Bill is the Senior Sales Executive at Meta Power Solutions, a top-tier manufacturer of high-quality transformers. While specializing in renewable energy applications—including solar, wind, and other sustainable power projects— Bill also works closely with clients across a range of industries such as utilities, industrial manufacturing, and infrastructure. Known for responsive service and deep technical knowledge, Bill helps customers find reliable, efficient power solutions tailored to their unique needs. | 270 N Congress Ave Suite E,   Lake Park FL 33403 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=92385923
"Mitsubishi Electric Power Products, Inc.",http://www.solarpowerinternational.com/,,"www.meppi.com
									 
									724-772-2555 | Company Information Thorn Hill Industrial Park 530 Keystone Drive  Warrendale PA 15086 United States of America  
										www.meppi.com
									 
									724-772-2555 | www.meppi.com
									 
									724-772-2555 | Contact Us  Richard Lynn VP Sales Western Region  VP Sales Western Region | Richard Lynn VP Sales Western Region  VP Sales Western Region | Thorn Hill Industrial Park 530 Keystone Drive  Warrendale PA 15086 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=9483156
NRG Systems,http://www.solarpowerinternational.com/,,"www.nrgsystems.com
									 
									8024822255 | Company Information 110 Riggs Road   Hinesburg VT 05461 United States of America  
										www.nrgsystems.com
									 
									8024822255 | www.nrgsystems.com
									 
									8024822255 | 110 Riggs Road   Hinesburg VT 05461 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2871
Omron Electronic Components,http://www.solarpowerinternational.com/,,"components.omron.com/us-en/
									 
									(847) 843-7900 | Company Information 2895 Greenspoint Parkway Suite 200  Hoffman Estates IL 60169 United States of America  
										components.omron.com/us-en/
									 
									(847) 843-7900 | components.omron.com/us-en/
									 
									(847) 843-7900 | Contact Us  Kyle Alberti Business Development Supervisor  Business Development Supervisor          Carl Hahn Sr Area Sales Manager - Central, Mexico, Brazil  Sr Area Sales Manager - Central, Mexico, Brazil          Adeel Baig Area Sales Manager - West  Area Sales Manager - West          John Russo Sr Area Sales Manager - East & Canada  Sr Area Sales Manager - East & Canada          Mai Hayashi-Vo Marketing Communications Strategist  Marketing Communications Strategist | Kyle Alberti Business Development Supervisor  Business Development Supervisor | Carl Hahn Sr Area Sales Manager - Central, Mexico, Brazil  Sr Area Sales Manager - Central, Mexico, Brazil | Adeel Baig Area Sales Manager - West  Area Sales Manager - West | John Russo Sr Area Sales Manager - East & Canada  Sr Area Sales Manager - East & Canada | Mai Hayashi-Vo Marketing Communications Strategist  Marketing Communications Strategist | 2895 Greenspoint Parkway Suite 200  Hoffman Estates IL 60169 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8800440
Pacific Coast Wire and Cable,http://www.solarpowerinternational.com/,,"www.pacificcoastwire.com
									 
									7758839473 | Company Information 2589 Wildhorse Drive Unit 1  Minden NV 89423 United States of America  
										www.pacificcoastwire.com
									 
									7758839473 | www.pacificcoastwire.com
									 
									7758839473 | Contact Us  Isabel Project Manager  Project Manager          Kendric Duve Project Manager  Project Manager          Brooke Hagopian Project Manager  Project Manager          Donna-Marie Lafayette Vice President & Co-Founder  Vice President & Co-Founder Donna Marie Lafayette is originally from the East Coast. She holds a degree in Business and Marketing. Donna Marie was number one in Sales Management in Telecommunications. Donna Marie is presently a Business Owner and has delivered her expertise in a very successful progressive Medical Aesthetic practice for 22 years. Donna Marie serves as Vice President and Co-Founder of Pacific Coast Wire and Cable Inc. She strives for excellence in company operations, developing customer relationships, and addressing customer needs; integrity is number one. She is a team player and enjoys the collaborative effort of training, encouraging, offering support, and directing others in achieving the common overall objective of productivity and efficiency. Donna Marie is happily married, and a mother to her daughter and two sons.  Read More       Ken Kasterko VP Operations & Marketing  VP Operations & Marketing As Vice President of Operations and Marketing at Pacific Coast Wire and Cable,Ken Kasterko is responsible for facility operations, customer acquisition, and marketing. Previously, Ken spent his career in the automotive collision repair industry, having a strong background in operations, culture development, training, and sales support. Ken is passionate about people and creating long-term relationships that help our customers win in the marketplace. Additionally, Ken has been involved in the Greater Reno-Tahoe area in ministry for almost 20 years, serving and pastoring.  Ken enjoys hiking, biking, running, and is engaged in the ultra-running community. He especially enjoys making his wife of 30 years laugh. He has a son, Ethan, 21, and a daughter, Mary, 19.  Read More       Greg Lafayette Owner  Owner As President of Pacific Coast Wire and Cable. Since its inception in 2019, Greg has been responsible for customer acquisition, vendor relations, and business development.   His responsibilities include developing the company’s growth and productivity initiatives in the U.S., enhancing Pacific Coast's local and national presence, and providing functional support. Previously, Greg spent his career in the electrical wholesale industry with a strong background in solar, wire, and cable, serving the commercial and industrial markets. Greg is passionate about building long-term relationships and going above and beyond to serve others. Greg is active in and out of the Reno-Tahoe community and serves at his local church and many different charity events. Greg enjoys and participates in many sports, he is happily married and has a daughter, 18 , and 2 boys, 23 and 38 years old.  Read More | Isabel Project Manager  Project Manager | Kendric Duve Project Manager  Project Manager | Brooke Hagopian Project Manager  Project Manager | Donna-Marie Lafayette Vice President & Co-Founder  Vice President & Co-Founder Donna Marie Lafayette is originally from the East Coast. She holds a degree in Business and Marketing. Donna Marie was number one in Sales Management in Telecommunications. Donna Marie is presently a Business Owner and has delivered her expertise in a very successful progressive Medical Aesthetic practice for 22 years. Donna Marie serves as Vice President and Co-Founder of Pacific Coast Wire and Cable Inc. She strives for excellence in company operations, developing customer relationships, and addressing customer needs; integrity is number one. She is a team player and enjoys the collaborative effort of training, encouraging, offering support, and directing others in achieving the common overall objective of productivity and efficiency. Donna Marie is happily married, and a mother to her daughter and two sons.  Read More | Ken Kasterko VP Operations & Marketing  VP Operations & Marketing As Vice President of Operations and Marketing at Pacific Coast Wire and Cable,Ken Kasterko is responsible for facility operations, customer acquisition, and marketing. Previously, Ken spent his career in the automotive collision repair industry, having a strong background in operations, culture development, training, and sales support. Ken is passionate about people and creating long-term relationships that help our customers win in the marketplace. Additionally, Ken has been involved in the Greater Reno-Tahoe area in ministry for almost 20 years, serving and pastoring.  Ken enjoys hiking, biking, running, and is engaged in the ultra-running community. He especially enjoys making his wife of 30 years laugh. He has a son, Ethan, 21, and a daughter, Mary, 19.  Read More | Greg Lafayette Owner  Owner As President of Pacific Coast Wire and Cable. Since its inception in 2019, Greg has been responsible for customer acquisition, vendor relations, and business development.   His responsibilities include developing the company’s growth and productivity initiatives in the U.S., enhancing Pacific Coast's local and national presence, and providing functional support. Previously, Greg spent his career in the electrical wholesale industry with a strong background in solar, wire, and cable, serving the commercial and industrial markets. Greg is passionate about building long-term relationships and going above and beyond to serve others. Greg is active in and out of the Reno-Tahoe community and serves at his local church and many different charity events. Greg enjoys and participates in many sports, he is happily married and has a daughter, 18 , and 2 boys, 23 and 38 years old.  Read More | 2589 Wildhorse Drive Unit 1  Minden NV 89423 United States of America",https://re25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8799789
